School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Adams State,RMAC,Lars Ostermann,So.,,,,International,"Untersiggenthal, Switzerland",Switzerland,,https://asugrizzlies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Goalkeeper
San Francisco State,CCAA,Maximilian Drexler,Jr.,,,,International,Munich,Germany,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2027,Midfielder
San Francisco State,CCAA,Christian Gallo,Fr.,,,,USA,"Modesto, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2029,Midfielder
San Francisco State,CCAA,Giovanni Nieves,So.,,,,USA,"Pasadena, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2028,Midfielder
San Francisco State,CCAA,Kendrick Rivas,Gr.,,,,USA,Los Angeles,,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2025,Defender
San Francisco State,CCAA,Issay Bravo,Sr.,,,,USA,"Stockton, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2026,Midfielder
San Francisco State,CCAA,Miguel Galicia,Jr.,,,,USA,"South Lake Tahoe, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2027,Midfielder
San Francisco State,CCAA,Angel Sevillano,Jr.,,,,USA,"La Habra, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2027,Defender
San Francisco State,CCAA,Kenneth Burke,Fr.,,,,USA,"Brentwood, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2029,Defender
San Francisco State,CCAA,Mahmoud Shimila,Jr.,,,,USA,"Oakland, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2027,Forward
San Francisco State,CCAA,Ruben Huerta,Sr.,,,,USA,"Antioch, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2026,Midfielder
San Francisco State,CCAA,Erik Ingström,Fr.,,,,International,Helsinki,Finland,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2029,Defender
San Francisco State,CCAA,Diego Salazar,So.,,,,USA,"La Puente, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2028,Defender
San Francisco State,CCAA,Kosuke Kaneko,Jr.,,,,International,"Yokohama, Japan",Japan,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2027,Goalkeeper
San Francisco State,CCAA,Hayden Frost,Jr.,,,,USA,"Rancho Cucamonga, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2027,Goalkeeper
San Francisco State,CCAA,RS Jairo Fernandez,Sr.,,,,International,"Guatemala City, Guatemala",Guatemala,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2026,Defender
San Francisco State,CCAA,RS Johnny Kuwano,Sr.,,,,USA,"Santa Monica, Calif.",,,https://sfstategators.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 93%,2026,Midfielder
Seattle Pacific,GNAC,Mitchell Wilson,So.,,,,USA,"Issaquah, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Goalkeeper
Seattle Pacific,GNAC,Evan Aune,Gr.,,,,USA,"Arlington, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2025,Defender
Seattle Pacific,GNAC,Johnny Lo,R-So.,,,,USA,"Tacoma, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Midfielder
Seattle Pacific,GNAC,Donovahn Allen,5th,,,,USA,"Milton, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2025,Defender
Seattle Pacific,GNAC,Diego Pena-Salgado,So.,,,,USA,"Marysville, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Midfielder
Seattle Pacific,GNAC,Aaron Stapleton,R-Jr.,,,,USA,"Everett, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Midfielder
Seattle Pacific,GNAC,Joseph Van Horn,5th,,,,USA,"North Pole, AK",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2025,Forward
Seattle Pacific,GNAC,Raymundo Mendez,Sr.,,,,USA,"Yakima, Wash.",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Midfielder
Seattle Pacific,GNAC,Connor Tollan,Jr.,,,,USA,"Tacoma, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Midfielder
Seattle Pacific,GNAC,Orlando Erazo,Jr.,,,,USA,"Mattawa, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Forward
Seattle Pacific,GNAC,Carter Gay,Fr.,,,,USA,"Everett, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Defender
Seattle Pacific,GNAC,Isaac Ketcham,R-So.,,,,USA,"Sammamish, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Defender
Seattle Pacific,GNAC,Jackson Goode,Jr.,,,,USA,"Boise, ID",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Defender
Seattle Pacific,GNAC,Luis Zazueta,R-Jr.,,,,USA,"Tucson, AZ",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Forward
Seattle Pacific,GNAC,JJ Diaz,So.,,,,USA,"Hillsboro, OR",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Forward
Seattle Pacific,GNAC,Judah Johnston,5th,,,,USA,"Arvada, CO",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2025,Forward
Seattle Pacific,GNAC,Owen Swartout,So.,,,,USA,"Sherwood, OR",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Midfielder
Seattle Pacific,GNAC,Alexander Hristov,R-So.,,,,USA,"Mukilteo, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Forward
Seattle Pacific,GNAC,Alexander Magana,Jr.,,,,USA,"Toppenish, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Defender
Seattle Pacific,GNAC,Mateo Herrera,Fr.,,,,USA,"Bothell, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Midfielder
Seattle Pacific,GNAC,Christopher Soto,So.,,,,USA,"Mount Vernon, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Midfielder
Seattle Pacific,GNAC,Brady Fendrich,R-Jr.,,,,USA,"Happy Valley, OR",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Midfielder
Seattle Pacific,GNAC,Jesse Thrall,Jr.,,,,USA,"Woodland, Wash.",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Defender
Seattle Pacific,GNAC,Silvestre Vallejo,So.,,,,USA,"Sultan, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Defender
Seattle Pacific,GNAC,Cristian Chel Lara,Fr.,,,,USA,"Bellevue, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Midfielder
Seattle Pacific,GNAC,Nick Ramoso,R-So.,,,,USA,"Mill Creek, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Defender
Seattle Pacific,GNAC,Chase Nelson,So.,,,,USA,"West Linn, Ore.",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Goalkeeper
Seattle Pacific,GNAC,Johan Gaytan,Jr.,,,,USA,"Issaquah, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Midfielder
Seattle Pacific,GNAC,Diego Cossio,Rf.,,,,USA,"Richland, Wash.",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,,Goalkeeper
Seattle Pacific,GNAC,Lukas Shriner,Fr.,,,,USA,"Bellevue, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Midfielder
Seattle Pacific,GNAC,Pierluca Carnovale,Gr.,,,,USA,"Seattle, WA",,,https://spufalcons.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2025,Goalkeeper
Seton Hill,PSAC,Jonathan Leary,So.,,,,USA,"Audubon, NJ",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2028,Goalkeeper
Seton Hill,PSAC,Aiden Hollander,Jr.,,,,USA,"Fort Worth, TX",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Goalkeeper
Seton Hill,PSAC,Jared Johnson,Sr.,,,,USA,"Ashland, KY",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2026,Goalkeeper
Seton Hill,PSAC,Benjamin Nicholson,Sr.,,,,International,"Melbourne, Australia",Australia,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2026,Defender
Seton Hill,PSAC,Brandon Knapp,Sr.,,,,USA,"Deer Park, NY",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2026,Defender
Seton Hill,PSAC,Ron Klinger,Fr.,,,,International,"Bochum, Germany",Germany,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Defender
Seton Hill,PSAC,Esteban Moreira,Fr.,,,,International,"Laxou, France",France,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Defender
Seton Hill,PSAC,Oscar Heggem,Jr.,,,,International,"Oslo, Norway",Norway,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Midfielder
Seton Hill,PSAC,Tom Frank,Fr.,,,,International,"Bad Berleberg, Germany",Germany,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Forward
Seton Hill,PSAC,Julian Marker,Jr.,,,,International,"Frankfurt, Germany",Germany,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Midfielder
Seton Hill,PSAC,James Aubrey,So.,,,,International,"Hertfordshire, England",United Kingdom,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2028,Forward
Seton Hill,PSAC,Vasilis Christodoulou,Jr.,,,,International,"Nicosia, Cyprus",Cyprus,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Midfielder
Seton Hill,PSAC,Brice Gandhi,Gr.,,,,International,"Kigali, Rwanda",Rwanda,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2025,Forward
Seton Hill,PSAC,Isaac Foster,Jr.,,,,International,"Leigh, England",United Kingdom,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Defender
Seton Hill,PSAC,Leo Lambert,Fr.,,,,USA,"Lancaster, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Defender
Seton Hill,PSAC,Nils Heinrich,Fr.,,,,International,"Erwitte, Germany",Germany,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Forward
Seton Hill,PSAC,Lucas Balderrama,Gr.,,,,USA,"Westchester, NY",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2025,Defender
Seton Hill,PSAC,Stanislav Chernyshov,Gr.,,,,International,"Kiev, Ukraine",Ukraine,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2025,Defender
Seton Hill,PSAC,Toby Dance,Fr.,,,,International,"Sydney, Australia",Australia,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Midfielder
Seton Hill,PSAC,Keegan Amos,Jr.,,,,USA,"Pittsburgh, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Forward
Seton Hill,PSAC,Tristan Wilson,Jr.,,,,USA,"Orrville, OH",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Forward
Seton Hill,PSAC,Ethan Opiela,So.,,,,USA,"Glenshaw, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2028,Midfielder
Seton Hill,PSAC,Rowan Aisenbrey,Fr.,,,,USA,"Lancaster, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Forward
Seton Hill,PSAC,Mason Fabean,Jr.,,,,USA,"Donora, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Midfielder
Seton Hill,PSAC,Tate Hywood,Fr.,,,,International,"Auckland, New Zealand",New Zealand,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Defender
Seton Hill,PSAC,Christofer Duran-Escobar,Fr.,,,,USA,"Laurel, MD",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Midfielder
Seton Hill,PSAC,Andrew Smith,Sr.,,,,USA,"Elizabeth, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2026,Forward
Seton Hill,PSAC,AJ Koma,Sr.,,,,USA,"Plum, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2026,Forward
Seton Hill,PSAC,Anthony Panko,Gr.,,,,USA,"Connellsville, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2025,Midfielder
Seton Hill,PSAC,Alec Griswold,So.,,,,USA,"Rochester, NY",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2028,Defender
Seton Hill,PSAC,Zach Redden,Jr.,,,,International,"Bodden Town, Grand Cayman",Cayman Islands,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Defender
Seton Hill,PSAC,Jayson McGaffin,So.,,,,USA,"Mechanicsburg, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2028,Midfielder
Seton Hill,PSAC,Charlie Cake,So.,,,,USA,"Arlington, VA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2028,Defender
Seton Hill,PSAC,Blaise Verrastro,So.,,,,USA,"Emmaus, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2028,Defender
Seton Hill,PSAC,Dylan Giffin,Fr.,,,,USA,"Johnstown, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Midfielder
Seton Hill,PSAC,Zach Turlo,Fr.,,,,USA,"Lexington, OH",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2029,Midfielder
Seton Hill,PSAC,Aaron Spisak,Jr.,,,,USA,"Monroeville, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Forward
Seton Hill,PSAC,Joey Lemansky,Jr.,,,,USA,"Uniontown, PA",,,https://athletics.setonhill.edu/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 53%,2027,Defender
